Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,0,0,0,0,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,1,3,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,2,1,1,2,2,1,1,1,0,0,12.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,20,13,16,28,19,7,24,14,26,18,19,21,225.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,14,12,12,16,11,12,17,14,8,12,18,155.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,0,1,0,2,1,0,6.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),3,2,3,0,2,3,0,1,4,3,3,2,26.0
ESTUPRO,1,0,2,0,0,2,0,0,2,0,0,1,8.0
ESTUPRO DE VULNERÁVEL,2,2,1,0,2,1,0,1,2,3,3,1,18.0
TOTAL DE ROUBO - OUTROS (1),104,87,94,109,87,89,87,75,96,90,117,71,1106.0
ROUBO - OUTROS,102,86,92,108,86,89,85,71,93,85,115,69,1081.0
ROUBO DE VEÍCULO,56,41,41,35,60,35,45,18,25,16,34,35,441.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
ROUBO DE CARGA,2,1,2,1,1,0,2,4,2,5,2,2,24.0
FURTO - OUTROS,71,61,81,71,68,85,74,94,78,80,78,72,913.0
FURTO DE VEÍCULO,58,64,68,66,69,54,69,82,74,80,73,42,799.0
