Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,1,3,1,0,0,1,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,1,3,2,0,0,1,8.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,1,0,0,1,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,0,2,2,1,0,2,8.0
LESÃO CORPORAL DOLOSA,39,28,28,34,27,8,18,30,21,23,18,40,314.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,41,35,35,28,35,25,40,38,42,37,17,34,407.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,1,5,1,1,1,0,0,1,12.0
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,2,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),3,3,0,0,0,0,0,0,0,1,0,1,8.0
TOTAL DE ROUBO - OUTROS (1),65,78,70,74,65,56,70,90,70,74,49,68,829.0
ROUBO DE VEÍCULO,12,1,16,8,15,14,12,15,10,9,10,5,127.0
ROUBO A BANCO,0,0,0,0,0,0,0,2,0,0,0,0,2.0
ROUBO DE CARGA,0,2,3,2,4,0,0,0,3,3,3,3,23.0
FURTO - OUTROS,200,217,225,238,228,275,195,365,247,219,187,270,2.866
FURTO DE VEÍCULO,22,29,32,25,32,24,31,22,25,23,23,19,307.0
