Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,1,1,0,4,1,0,0,0,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,1,1,1,0,4,1,0,0,0,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,2,0,0,0,1,1,0,0,2,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,2,2,0,0,0,0,0,1,1,2,0,0,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,31,32,37,16,24,28,19,22,33,31,18,25,316.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,36,43,40,50,38,47,45,30,50,41,38,44,502.0
LESÃO CORPORAL CULPOSA - OUTRAS,13,1,7,2,2,2,9,0,1,0,0,1,38.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,0,0,1,0,0,0,0,0,1,0,3.0
TOTAL DE ROUBO - OUTROS (1),69,64,79,92,100,77,99,89,69,74,69,79,960.0
ROUBO DE VEÍCULO,10,9,14,20,12,11,19,12,16,18,10,6,157.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,2,1,7,5,7,5,5,2,1,0,6,41.0
FURTO - OUTROS,136,132,164,190,175,132,184,162,134,145,147,147,1848.0
FURTO DE VEÍCULO,24,11,31,28,27,14,12,19,18,15,18,20,237.0
