Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,4,2,0,0,0,3,2,0,1,1,14.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,4,2,0,0,0,3,2,0,1,1,14.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,0,1,0,0,0,0,1,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,2,1,0,4,7.0
TENTATIVA DE HOMICÍDIO,1,0,1,0,2,0,0,0,0,1,0,0,5.0
LESÃO CORPORAL DOLOSA,19,23,25,26,25,17,20,13,28,32,18,23,269.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,37,31,44,40,44,50,39,37,31,35,38,41,467.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,1,1,2,1,0,8,14.0
LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,0,0,0,0,0,0,3,0,1,0,1,6.0
TOTAL DE ROUBO - OUTROS (1),64,76,83,99,92,66,89,86,63,76,63,71,928.0
ROUBO DE VEÍCULO,4,5,13,16,14,12,13,11,13,11,11,14,137.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,3,2,2,3,1,2,2,1,1,3,2,25.0
FURTO - OUTROS,134,110,121,169,134,183,195,164,200,195,184,219,2008.0
FURTO DE VEÍCULO,9,12,11,19,18,30,33,30,32,27,27,20,268.0
