Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,3,1,1,0,1,2,0,1,0,3,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,3,1,1,0,1,2,0,1,0,3,12.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,1,0,0,0,0,0,0,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,3,0,0,1,0,0,0,0,3,0,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,22,37,43,29,47,31,24,43,51,42,36,36,441.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,16,22,17,19,14,17,16,14,19,12,9,185.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,2,4,1,1,3,2,0,1,0,17.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,3,1,0,1,3,3,1,0,0,2,0,14.0
ESTUPRO,0,2,0,0,1,0,2,1,0,0,0,0,6.0
ESTUPRO DE VULNERÁVEL,0,1,1,0,0,3,1,0,0,0,2,0,8.0
TOTAL DE ROUBO - OUTROS (1),99,100,122,118,127,97,81,108,84,133,114,103,1.286
ROUBO - OUTROS,96,96,116,116,126,96,79,104,81,129,112,101,1.252
ROUBO DE VEÍCULO,6,1,6,3,7,12,8,2,6,3,2,6,62.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,4,6,2,1,1,2,4,3,4,2,2,34.0
FURTO - OUTROS,250,311,315,272,296,255,284,354,310,392,314,452,3.805
FURTO DE VEÍCULO,19,33,38,31,38,35,24,28,29,20,26,24,345.0
