Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,3,1,2,1,0,2,0,1,1,3,1,17.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,3,1,2,1,0,2,0,1,1,3,1,17.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,0,0,0,0,4,1,0,1,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,1,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,1,2,0,1,1,0,0,1,0,0,0,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,12,17,34,16,11,28,29,21,36,22,20,18,264.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,24,39,46,26,15,32,39,47,35,38,45,52,438.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,1,1,0,0,1,0,0,0,0,1,0,4.0
TOTAL DE ROUBO - OUTROS (1),62,48,58,51,72,77,38,73,76,78,69,72,774.0
ROUBO DE VEÍCULO,37,41,42,24,10,10,25,7,5,5,1,3,210.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,2,1,5,1,5,2,3,0,4,2,2,28.0
FURTO - OUTROS,156,138,169,192,217,226,142,195,185,151,173,101,2.045
FURTO DE VEÍCULO,22,37,50,54,29,25,33,25,12,7,11,2,307.0
