Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,4,0,1,2,0,1,1,0,1,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,4,0,1,2,0,1,1,0,1,11.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,0,1,1,1,0,0,1,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,1,0,1,0,0,0,0,0,2.0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,1,0,2,0,0,3,2,9.0
LESÃO CORPORAL DOLOSA,38,42,36,32,30,45,24,38,35,54,39,41,454.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,20,22,21,18,29,44,45,30,29,139,31,449.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,0,0,0,1,8,5,1,6,5,3,33.0
LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,1,2,4,1,0,2,4,2,1,3,6,27.0
TOTAL DE ROUBO - OUTROS (1),107,128,127,133,147,72,102,117,109,136,103,117,1.398
ROUBO DE VEÍCULO,17,9,19,13,10,10,10,9,20,7,6,7,137.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,6,6,9,7,9,1,0,3,11,0,5,6,63.0
FURTO - OUTROS,249,223,272,256,253,231,229,281,250,212,277,416,3.149
FURTO DE VEÍCULO,27,45,37,39,33,31,30,12,43,29,33,19,378.0
