Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,0,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,1,1
TENTATIVA DE HOMICÍDIO,0,0,1,0,1,0,0,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,17,9,12,4,8,9,6,9,8,19,13,10,124
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,9,5,3,5,4,3,5,5,3,6,6,63
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,1,0,0,0,0,0,0,1,0,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,2,3,0,1,1,4,1,1,0,0,0,14
ESTUPRO,0,0,0,0,0,0,0,1,1,0,0,0,2
ESTUPRO DE VULNERÁVEL,1,2,3,0,1,1,4,0,0,0,0,0,12
TOTAL DE ROUBO - OUTROS (1),37,42,27,34,37,24,32,29,43,35,41,47,428
ROUBO - OUTROS,36,42,26,34,37,24,32,29,43,35,40,45,423
ROUBO DE VEÍCULO,5,9,8,3,6,4,5,3,3,9,4,8,67
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,1,1
ROUBO DE CARGA,1,0,1,0,0,0,0,0,0,0,1,1,4
FURTO - OUTROS,51,59,68,42,50,34,44,44,56,60,51,58,617
FURTO DE VEÍCULO,34,45,51,52,56,49,36,57,61,59,51,47,598
