Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,1,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,1,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,1,0,0,1,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,3,0,0,0,1,2,0,1,0,1,0,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,16,22,13,12,15,6,10,18,11,22,17,9,171
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,6,9,7,11,12,16,8,12,10,8,5,116
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,1,0,0,1,0,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,1,0,0,0,1,0,0,0,0,0,0,2
TOTAL DE ROUBO - OUTROS (1),31,38,41,36,53,34,50,46,36,46,30,36,477
ROUBO DE VEÍCULO,24,27,28,21,40,19,24,30,40,1,19,5,278
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1
ROUBO DE CARGA,2,2,0,0,2,1,1,2,0,1,1,2,14
FURTO - OUTROS,58,62,67,63,62,62,43,56,58,47,60,42,680
FURTO DE VEÍCULO,28,45,40,49,54,57,42,45,23,29,22,6,440
