Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,1,0,0,1,0,1,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,1,0,0,1,0,1,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,1,0,4,0,0,1,1,0,0,8
LESÃO CORPORAL DOLOSA,14,18,13,15,8,12,17,4,13,6,17,11,148
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,12,14,8,11,10,7,7,8,3,6,6,99
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,0,1,0,0,0,0,1,1,5
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,0,1,0,1,1,1,1,1,1,4,0,12
TOTAL DE ROUBO - OUTROS (1),71,53,59,47,62,48,59,51,56,55,64,38,663
ROUBO DE VEÍCULO,17,38,20,30,18,24,20,28,34,27,26,17,299
ROUBO A BANCO,0,0,0,0,0,0,0,0,1,0,0,0,1
ROUBO DE CARGA,1,1,2,2,2,0,0,1,3,1,2,2,17
FURTO - OUTROS,60,66,55,73,69,71,50,65,54,42,101,52,758
FURTO DE VEÍCULO,55,66,71,70,91,79,96,73,77,52,68,25,823
