Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,1,0,0,0,1,2,0,0,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,1,0,0,0,1,2,0,0,6.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,2,1,1,1,1,0,2,2,0,0,13.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,2,0,2.0
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,0,0,0,0,2,0,3.0
LESÃO CORPORAL DOLOSA,20,40,26,24,22,30,16,29,17,23,23,15,285.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,23,30,21,16,20,29,21,19,5,9,0,208.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,0,0,0,1,0,7,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,0,3,1,0,1,0,1,1,1,8.0
TOTAL DE ROUBO - OUTROS (1),68,69,67,65,106,80,53,109,97,89,82,92,977.0
ROUBO DE VEÍCULO,16,30,34,29,33,44,25,35,44,39,24,19,372.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,5,7,11,2,1,5,0,0,4,2,7,8,52.0
FURTO - OUTROS,105,138,151,157,139,138,96,134,129,114,117,117,1535.0
FURTO DE VEÍCULO,17,32,36,30,29,49,34,42,53,43,53,20,438.0
