Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,1,0,0,0,0,0,0,0,0,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,0,0,0,0,0,0,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,3,1,0,1,1,1,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,1,1,1,1,1,0,1,1,0,0,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,12,17,17,15,21,11,24,10,13,19,16,16,191.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,14,13,9,9,13,15,10,15,13,13,11,140.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,0,0,4,1,0,0,0,1,1,0,10.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
TOTAL DE ESTUPRO (4),0,3,1,1,1,1,4,3,3,1,2,1,21.0
ESTUPRO,0,0,0,0,1,0,1,2,2,0,1,0,7.0
ESTUPRO DE VULNERÁVEL,0,3,1,1,0,1,3,1,1,1,1,1,14.0
TOTAL DE ROUBO - OUTROS (1),67,59,47,66,61,79,62,54,65,79,84,82,805.0
ROUBO - OUTROS,67,56,42,64,58,73,60,53,65,77,82,81,778.0
ROUBO DE VEÍCULO,11,5,3,11,8,6,5,7,9,5,9,12,91.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,3,5,2,3,6,2,1,0,2,2,1,27.0
FURTO - OUTROS,77,96,95,98,126,99,94,112,93,93,86,81,1150.0
FURTO DE VEÍCULO,28,28,31,40,37,27,21,38,32,31,23,15,351.0
