Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,1,1,1,0,2,0,1,0,0,0,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,1,2,0,3,0,1,1,0,0,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,1,0,0,1,0,1,1,0,0,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,2,1,1,2,1,0,2,1,1,1,1,14.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,38,44,38,27,21,29,23,23,24,24,20,24,335.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,19,36,32,33,34,25,20,24,34,35,34,30,356.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,1,0,2,2,0,0,1,0,2,0,0,8.0
TOTAL DE ROUBO - OUTROS (1),62,72,80,69,62,74,72,73,72,69,77,89,871.0
ROUBO DE VEÍCULO,34,37,42,33,37,49,32,48,35,32,31,14,424.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
ROUBO DE CARGA,8,6,6,8,3,5,4,7,6,3,6,7,69.0
FURTO - OUTROS,73,94,155,121,105,102,87,112,81,100,116,101,1247.0
FURTO DE VEÍCULO,38,49,56,50,47,54,56,47,45,34,36,15,527.0
