Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,0,0,0,0,1,0,0,1,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,0,0,0,0,1,0,0,1,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,0,1,0,0,0,1,1,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,1,0,0,1,2,0,2,0,0,0,1,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,26,23,33,20,16,20,23,28,53,40,31,36,349.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,14,3,12,20,21,10,15,19,19,18,7,172.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,1,1,1,0,0,0,1,2,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,2,5,0,1,2,3,1,2,3,1,2,24.0
ESTUPRO,0,1,2,0,0,0,1,0,1,0,0,0,5.0
ESTUPRO DE VULNERÁVEL,2,1,3,0,1,2,2,1,1,3,1,2,19.0
TOTAL DE ROUBO - OUTROS (1),117,135,174,136,139,150,146,141,127,136,182,171,1.754
ROUBO - OUTROS,117,135,173,135,138,150,146,140,127,136,181,166,1.744
ROUBO DE VEÍCULO,59,50,83,65,46,50,73,53,45,57,80,70,731.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,1,1,0,0,1,0,0,1,5,10.0
FURTO - OUTROS,195,159,170,190,183,193,188,215,182,200,190,169,2.234
FURTO DE VEÍCULO,27,27,24,23,22,18,25,25,24,24,20,18,277.0
