Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,0,0,0,0,0,1,1,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,0,0,0,0,0,0,2,1,0,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,1,0,0,0,1,1,0,2,1,1,1,9.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,41,22,30,29,25,26,31,18,30,32,22,33,339.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,18,8,22,24,18,11,13,19,8,14,17,14,186.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,1,0,0,1,0,1,2,0,1,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),3,3,3,7,0,2,1,1,2,7,1,3,33.0
ESTUPRO,0,1,0,3,0,1,0,1,2,2,1,1,12.0
ESTUPRO DE VULNERÁVEL,3,2,3,4,0,1,1,0,0,5,0,2,21.0
TOTAL DE ROUBO - OUTROS (1),100,59,89,68,95,90,123,97,92,122,140,113,1.188
ROUBO - OUTROS,98,59,88,67,95,90,123,97,91,122,139,109,1.178
ROUBO DE VEÍCULO,9,10,12,9,9,12,9,4,4,9,5,13,105.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,1,1,0,0,0,0,1,0,1,4,10.0
FURTO - OUTROS,151,130,180,170,178,119,162,164,161,150,146,158,1.869
FURTO DE VEÍCULO,68,42,77,50,82,73,76,70,55,81,74,51,799.0
