Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,1,0,1,1,1,0,1,0,1,3,0,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,1,0,1,1,1,0,1,0,1,4,0,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,0,1,0,0,2,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,3,0,0,0,1,1,1,0,2,2,11.0
LESÃO CORPORAL DOLOSA,35,62,50,53,39,43,41,44,50,42,43,38,540.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,19,42,31,22,33,23,31,41,28,34,13,27,344.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,0,0,0,1,2,0,1,0,6.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,1,1,1,1,3,4,3,4,4,2,4,30.0
TOTAL DE ROUBO - OUTROS (1),46,53,73,58,74,76,24,75,53,46,51,49,678.0
ROUBO DE VEÍCULO,29,37,44,34,12,19,58,37,19,13,15,13,330.0
ROUBO A BANCO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
ROUBO DE CARGA,2,1,0,4,4,3,1,1,2,1,2,0,21.0
FURTO - OUTROS,124,139,173,120,96,88,118,161,137,152,165,118,1.591
FURTO DE VEÍCULO,83,76,70,74,58,60,96,98,24,92,34,72,837.0
