Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,1,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,1,0,0,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,1,1,0,0,1,0,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,0,0,2,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,30,27,18,26,21,16,25,27,23,29,25,22,289.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,8,13,9,15,18,13,5,10,13,4,11,126.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,1,0,1,0,1,0,0,0,4.0
LATROCÍNIO,0,1,1,0,0,0,0,0,1,0,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,1,0,0,0,0,0,1,0,0,0,3.0
TOTAL DE ESTUPRO (4),0,1,3,2,1,1,2,2,1,5,2,3,23.0
ESTUPRO,0,1,1,1,0,1,0,1,0,1,0,1,7.0
ESTUPRO DE VULNERÁVEL,0,0,2,1,1,0,2,1,1,4,2,2,16.0
TOTAL DE ROUBO - OUTROS (1),148,106,137,140,131,164,164,161,197,159,179,177,1.863
ROUBO - OUTROS,145,106,135,137,130,162,163,159,197,155,175,177,1.841
ROUBO DE VEÍCULO,23,17,15,21,17,18,27,25,21,29,27,26,266.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,0,2,3,1,2,1,2,0,4,4,0,22.0
FURTO - OUTROS,121,107,182,243,199,152,151,139,130,162,162,136,1.884
FURTO DE VEÍCULO,8,13,17,14,21,16,18,16,24,32,22,14,215.0
