Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,0,0,1,0,0,1,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,0,0,1,0,0,2,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,1,0,1,0,1,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,1,0,2,0,1,2,0,0,1,0,9.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,21,24,25,9,17,17,15,18,19,19,14,21,219.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,6,3,5,7,7,6,3,7,4,9,9,73.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,0,0,1,0,0,2.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),4,1,2,1,2,3,2,2,3,3,3,4,30.0
ESTUPRO,2,0,1,0,0,1,0,0,1,1,1,2,9.0
ESTUPRO DE VULNERÁVEL,2,1,1,1,2,2,2,2,2,2,2,2,21.0
TOTAL DE ROUBO - OUTROS (1),87,77,60,86,80,95,108,92,92,81,93,92,1.043
ROUBO - OUTROS,86,74,60,85,79,94,107,90,92,79,93,92,1.031
ROUBO DE VEÍCULO,9,16,5,11,8,12,17,14,15,10,14,22,153.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,3,0,1,1,1,1,2,0,2,0,0,12.0
FURTO - OUTROS,43,48,56,46,53,59,82,65,56,79,74,65,726.0
FURTO DE VEÍCULO,6,5,15,7,14,8,5,8,9,14,9,12,112.0
