Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,1,0,0,0,0,1,0,0,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,1,0,0,0,0,1,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,1,0,0,1,0,3,1,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,0,1,1,1,1,0,1,1,0,0,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,40,36,37,21,33,29,22,28,33,33,26,22,360.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,12,22,18,12,10,15,13,20,12,11,21,187.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,0,1,0,0,2,1,1,2,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,3,2,1,1,2,1,3,2,2,1,2,20.0
ESTUPRO,0,2,1,0,1,1,0,1,1,1,1,1,10.0
ESTUPRO DE VULNERÁVEL,0,1,1,1,0,1,1,2,1,1,0,1,10.0
TOTAL DE ROUBO - OUTROS (1),158,150,149,128,145,130,149,152,113,180,153,151,1758.0
ROUBO - OUTROS,157,149,148,124,142,130,147,149,110,178,151,149,1734.0
ROUBO DE VEÍCULO,3,2,3,4,4,8,4,10,10,10,2,8,68.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,1,1,4,3,0,2,3,3,2,2,2,24.0
FURTO - OUTROS,513,382,498,444,404,436,438,453,435,551,527,503,5584.0
FURTO DE VEÍCULO,53,42,36,44,40,43,47,38,39,52,38,46,518.0
