Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,1,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,1,0,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,3,1,0,0,0,0,0,1,4,0,10.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,1,0,0,0,0,0,1,0,2.0
TENTATIVA DE HOMICÍDIO,0,0,1,1,0,0,0,0,1,1,1,0,5.0
LESÃO CORPORAL DOLOSA,49,43,47,38,54,40,40,35,36,54,43,34,513.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,40,46,53,56,40,53,42,54,24,21,18,32,479.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,4,0,1,4,1,2,1,10,9,0,3,35.0
LATROCÍNIO,0,0,0,0,0,0,1,0,1,1,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,1,1,0,0,3.0
TOTAL DE ESTUPRO (4),1,1,3,2,2,1,0,2,2,2,0,2,18.0
TOTAL DE ROUBO - OUTROS (1),105,71,133,100,133,106,106,147,120,95,105,120,1.341
ROUBO DE VEÍCULO,21,30,42,30,46,42,49,42,30,34,40,30,436.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,8,2,7,3,5,6,3,4,3,1,3,1,46.0
FURTO - OUTROS,271,351,405,435,390,364,319,329,374,391,325,357,4.311
FURTO DE VEÍCULO,118,58,57,64,55,51,50,127,76,60,57,32,805.0
