Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,0,0,0,0,0,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,2,4,1,0,0,1,0,1,12.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,0,0,2,1,0,3,2,0,1,0,0,11.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,1,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,31,36,26,32,29,34,33,30,47,34,36,53,421.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,19,21,13,17,18,10,15,23,21,27,15,24,223.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,1,1,1,1,1,0,0,1,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,3,3,2,2,1,1,2,4,0,1,1,22.0
ESTUPRO,2,0,1,1,0,1,0,0,1,0,0,0,6.0
ESTUPRO DE VULNERÁVEL,0,3,2,1,2,0,1,2,3,0,1,1,16.0
TOTAL DE ROUBO - OUTROS (1),137,131,141,97,72,92,89,106,105,85,67,92,1214.0
ROUBO - OUTROS,135,128,139,95,70,90,86,106,104,83,64,92,1192.0
ROUBO DE VEÍCULO,4,2,8,2,2,2,5,2,1,4,3,5,40.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,3,2,2,2,2,3,0,1,2,3,0,22.0
FURTO - OUTROS,459,467,475,501,480,395,433,487,542,420,418,381,5458.0
FURTO DE VEÍCULO,65,43,53,47,57,54,56,52,36,47,56,33,599.0
