Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,5,3,0,2,0,3,5,1,2,0,4,29.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,5,3,0,2,0,4,5,2,2,0,4,32.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,0,1,0,1,2,0,1,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,0,1,2,2,0,0,1,0,1,2,1,12.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,29,15,21,22,23,21,30,24,28,33,34,30,310.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,33,27,32,40,50,28,26,33,38,41,34,48,430.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,2,2,1,0,2,0,2,1,3,2,17.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,1,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,1,0,2.0
TOTAL DE ESTUPRO (4),0,0,0,0,1,3,0,2,0,1,0,0,7.0
TOTAL DE ROUBO - OUTROS (1),123,150,161,140,151,122,140,96,106,139,122,129,1.579
ROUBO DE VEÍCULO,49,27,30,38,34,24,22,9,19,30,28,21,331.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,7,3,5,2,8,4,3,2,8,2,1,48.0
FURTO - OUTROS,250,206,197,188,226,199,203,153,128,224,227,270,2.471
FURTO DE VEÍCULO,110,102,128,83,114,103,82,85,56,83,93,41,1.08
