Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,9,6,3,12,5,8,3,6,7,4,5,71
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,9,7,7,13,6,10,3,7,8,4,5,82
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,0,0,0,1,1,1,1,1,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,0,1
TENTATIVA DE HOMICÍDIO,6,4,6,4,5,4,3,4,5,4,4,2,51
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,17,22,22,4,9,10,3,12,13,10,6,17,145
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,12,13,3,6,8,7,6,6,7,7,9,87
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,2,1,0,0,0,0,0,1,0,5
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,2,3
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,2,3
TOTAL DE ESTUPRO (4),1,0,0,0,0,0,2,1,1,1,0,1,7
TOTAL DE ROUBO - OUTROS (1),66,77,84,68,68,57,60,65,64,63,94,80,846
ROUBO DE VEÍCULO,55,55,62,2,69,55,76,84,78,92,52,62,742
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,2,0,0,3,0,2,4,0,2,1,2,17
FURTO - OUTROS,47,46,43,26,33,43,41,40,34,28,25,35,441
FURTO DE VEÍCULO,13,20,17,7,11,12,10,25,17,19,18,15,184
