Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,3,3,0,1,3,1,1,1,0,1,16
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,3,3,0,1,3,1,1,1,0,1,16
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,0,0,0,0,0,0,0,0,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,1,0,0,0,0,2
TENTATIVA DE HOMICÍDIO,2,1,1,4,0,1,1,1,0,1,0,0,12
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,15,9,12,10,10,37,33,26,50,25,33,57,317
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2,2,1,7,4,3,12,5,5,5,6,61
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,1,0,0,1,0,1,3,0,4,13
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,1,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,1,2
TOTAL DE ESTUPRO (4),1,0,0,0,1,0,0,0,1,3,0,4,10
TOTAL DE ROUBO - OUTROS (1),101,81,95,102,73,83,75,59,75,73,31,65,913
ROUBO DE VEÍCULO,21,22,28,34,17,33,31,29,44,30,9,22,320
ROUBO A BANCO,1,0,1,0,0,0,0,0,0,0,0,0,2
ROUBO DE CARGA,3,2,1,2,4,2,5,4,0,1,1,1,26
FURTO - OUTROS,47,61,49,52,49,60,67,61,49,79,45,75,694
FURTO DE VEÍCULO,17,18,16,14,14,33,20,17,20,20,18,8,215
