Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,1,1,1,0,0,2,1,3,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,0,1,1,1,0,0,2,1,3,11.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,0,1,1,0,1,1,1,1,1,3,12.0
LESÃO CORPORAL DOLOSA,37,31,29,23,36,22,24,34,35,12,16,23,322.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,10,15,7,12,18,15,15,6,11,10,10,137.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,1,0,0,0,0,4,0,0,6.0
LATROCÍNIO,1,0,0,0,0,1,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,1,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),3,1,4,2,1,3,1,1,2,1,0,1,20.0
ESTUPRO,...,...,...,...,...,...,...,...,...,...,...,...,0.0
TOTAL DE ROUBO - OUTROS (1),96,80,113,90,97,110,119,127,105,97,114,95,1.243
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,110.0
ROUBO DE VEÍCULO,33,35,29,20,20,13,13,29,25,26,37,52,332.0
ROUBO A BANCO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
ROUBO DE CARGA,12,5,7,5,14,2,7,8,7,5,4,1,77.0
FURTO - OUTROS,61,51,44,74,52,48,64,64,58,49,47,52,664.0
FURTO DE VEÍCULO,9,17,16,16,8,13,9,17,10,16,14,16,161.0
