Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,2,0,0,1,1,0,1,2,0,2,1,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,2,0,0,1,1,0,1,2,0,2,1,14.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,3,0,0,0,1,1,1,0,2,1,1,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,1,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,2,1,3,1,1,3,0,2,14.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,38,36,48,36,38,32,34,32,41,40,28,36,439.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,47,47,58,43,40,40,38,39,49,46,29,42,518.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,2,1,0,0,1,2,1,3,1,2,15.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,3,1,0,0,0,1,1,0,0,0,0,7.0
TOTAL DE ROUBO - OUTROS (1),88,106,106,85,90,105,82,98,100,106,110,86,1.162
ROUBO DE VEÍCULO,29,29,46,23,28,32,37,39,34,41,37,32,407.0
ROUBO A BANCO,0,0,0,1,0,1,0,0,0,1,0,0,3.0
ROUBO DE CARGA,6,7,5,2,6,1,3,8,3,8,3,2,54.0
FURTO - OUTROS,202,198,203,182,210,156,173,171,164,166,187,165,2.177
FURTO DE VEÍCULO,68,103,83,79,67,72,80,90,44,46,43,37,812.0
