Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,1,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,1,0,0,0,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,4,2,2,2,0,1,0,12.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,2,0,0,2,0,0,0,0,1,0,5.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,19,27,13,21,17,14,14,17,15,13,20,206.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,13,7,6,15,10,16,15,22,9,7,14,146.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,0,0,0,0,5,1,0,0,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,2,5,2,0,1,4,0,2,2,0,0,19.0
ESTUPRO,1,2,0,0,0,1,4,0,2,2,0,0,12.0
ESTUPRO DE VULNERÁVEL,0,0,5,2,0,0,0,0,0,0,0,0,7.0
TOTAL DE ROUBO - OUTROS (1),103,99,74,75,69,77,57,57,71,94,95,127,998.0
ROUBO - OUTROS,99,98,73,72,68,76,55,55,69,88,93,122,968.0
ROUBO DE VEÍCULO,19,13,11,12,3,6,6,12,8,10,8,7,115.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,1,1,3,1,1,2,2,2,6,2,5,30.0
FURTO - OUTROS,164,170,145,151,140,171,165,205,191,212,259,417,2.39
FURTO DE VEÍCULO,42,43,43,48,57,43,38,47,64,49,58,44,576.0
