Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,1,2,0,0,0,0,1,2,8.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,0,2,0,0,0,0,2,2,8.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,10,1,0,1,0,1,0,2,1,0,0,1,17.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,1,3,2,1,2,2,13.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,28,27,40,41,37,33,37,48,50,45,48,40,474.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,38,35,50,56,58,51,47,54,47,48,59,55,598.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,7,0,3,0,0,1,2,1,5,1,21.0
LATROCÍNIO,1,0,0,0,0,0,1,0,0,0,1,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,1,0,0,0,0,1,0,0,0,1,0,4.0
TOTAL DE ESTUPRO (4),2,0,0,0,0,1,2,1,0,0,1,0,7.0
TOTAL DE ROUBO - OUTROS (1),110,102,107,110,149,131,122,128,115,120,134,93,1421.0
ROUBO DE VEÍCULO,42,19,38,52,37,38,24,40,36,51,26,19,422.0
ROUBO A BANCO,0,1,0,1,0,0,0,1,1,2,0,0,6.0
ROUBO DE CARGA,1,1,3,1,2,4,5,4,2,2,4,0,29.0
FURTO - OUTROS,210,202,206,305,230,172,182,195,232,194,184,212,2524.0
FURTO DE VEÍCULO,102,150,133,91,85,74,97,117,103,109,81,68,1210.0
