Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,1,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,5,4,0,1,6,2,1,2,2,3,1,1,28
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,5,7,8,5,2,5,5,3,2,2,4,52
LESÃO CORPORAL CULPOSA - OUTRAS,6,2,6,4,6,0,4,2,8,4,2,1,45
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),0,2,0,0,1,0,0,1,2,0,0,0,6
ESTUPRO,0,1,0,0,1,0,0,0,1,0,0,0,3
ESTUPRO DE VULNERÁVEL,0,1,0,0,0,0,0,1,1,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),27,17,22,27,12,23,26,22,22,21,12,16,247
ROUBO - OUTROS,24,17,21,24,11,21,26,19,22,20,12,16,233
ROUBO DE VEÍCULO,7,2,3,5,2,4,3,1,4,5,2,1,39
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,0,1,3,1,2,0,3,0,1,0,0,14
FURTO - OUTROS,37,44,58,47,78,64,71,69,78,67,57,46,716
FURTO DE VEÍCULO,13,8,14,12,17,13,15,21,12,15,11,8,159
