Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,1,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,2,3,4,5,10,5,11,8,6,11,11,9,85
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,1,6,4,4,4,9,8,7,7,5,3,62
LESÃO CORPORAL CULPOSA - OUTRAS,6,8,1,1,2,1,1,2,0,1,2,0,25
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),0,0,0,1,0,0,0,0,0,0,0,0,1
ESTUPRO,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,0,0,0,0,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),19,17,15,20,18,23,12,23,16,17,29,25,234
ROUBO - OUTROS,17,17,15,19,18,23,11,21,15,16,27,25,224
ROUBO DE VEÍCULO,1,1,2,3,3,1,4,1,3,3,1,4,27
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,0,0,1,0,0,1,2,1,1,2,0,10
FURTO - OUTROS,93,64,72,72,99,88,79,59,59,49,56,52,842
FURTO DE VEÍCULO,7,9,17,9,17,11,16,16,6,10,10,10,138
