Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,5,1,3,1,1,1,3,2,3,1,4,28.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,5,1,3,1,1,1,3,2,4,1,7,33.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,4,0,2,1,1,0,1,1,0,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,32,37,69,46,48,42,54,52,60,53,37,39,569.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,3,33,41,25,14,10,16,19,22,4,11,209.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,1,1,2.0
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),4,1,2,2,5,5,7,6,2,9,3,2,48.0
ESTUPRO,1,0,0,0,3,1,2,3,1,4,1,2,18.0
ESTUPRO DE VULNERÁVEL,3,1,2,2,2,4,5,3,1,5,2,0,30.0
TOTAL DE ROUBO - OUTROS (1),206,173,255,234,214,255,250,206,229,236,240,267,2765.0
ROUBO - OUTROS,196,156,239,228,206,247,234,188,218,225,229,259,2625.0
ROUBO DE VEÍCULO,33,30,36,39,42,57,40,31,39,43,45,52,487.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,10,17,16,6,8,8,16,18,11,11,11,8,140.0
FURTO - OUTROS,77,95,121,146,170,126,159,155,140,157,194,173,1713.0
FURTO DE VEÍCULO,16,9,17,22,11,17,16,17,20,23,24,18,210.0
