Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,2,1,3,1,0,0,2,3,2,3,3,21.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,3,1,3,1,0,0,2,4,2,3,3,23.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,1,1,2,2,0,0,7.0
HOMICÍDIO CULPOSO OUTROS,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,1,1,2,5,0,5,4,3,0,4,0,25.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,54,61,64,45,51,39,49,57,60,45,47,52,624.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,15,9,10,11,11,17,18,11,14,23,17,169.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,1,1,0,0,0,0,1,1,6.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,7,6,5,6,1,4,6,4,0,3,4,48.0
ESTUPRO,0,2,1,1,2,0,1,3,1,0,0,0,11.0
ESTUPRO DE VULNERÁVEL,2,5,5,4,4,1,3,3,3,0,3,4,37.0
TOTAL DE ROUBO - OUTROS (1),260,232,233,226,217,218,171,165,149,170,140,160,2341.0
ROUBO - OUTROS,249,216,228,211,211,217,163,165,145,167,137,158,2267.0
ROUBO DE VEÍCULO,30,24,46,38,38,32,37,29,32,34,53,51,444.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,11,16,5,15,6,1,8,0,4,3,3,2,74.0
FURTO - OUTROS,116,108,124,126,128,125,121,117,103,127,120,140,1455.0
FURTO DE VEÍCULO,19,12,14,16,16,12,18,12,16,13,12,10,170.0
