Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),29,29,15,25,20,10,19,11,11,19,8,8,204
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),30,30,15,27,19,12,19,11,11,21,12,8,215
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,2,1,1,2,0,2,0,1,1,0,2,14
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,0,1
TENTATIVA DE HOMICÍDIO,6,4,2,10,3,1,0,4,4,9,17,10,70
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,11,7,10,8,10,11,11,4,13,4,12,13,114
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,11,10,7,7,6,8,10,4,7,11,9,98
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,2,0,2,0,1,1,0,0,0,0,7
LATROCÍNIO,0,0,0,1,0,0,0,0,2,0,0,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,1,0,0,0,2,0,0,0,4
TOTAL DE ESTUPRO (4),0,0,0,1,2,1,1,0,1,1,3,2,12
TOTAL DE ROUBO - OUTROS (1),73,79,75,90,86,74,80,94,77,63,83,84,958
ROUBO DE VEÍCULO,45,60,58,35,49,39,37,54,48,48,41,42,556
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,7,0,0,0,0,0,0,0,7
FURTO - OUTROS,29,21,20,32,45,31,45,27,22,20,31,33,356
FURTO DE VEÍCULO,11,10,12,10,9,12,22,11,22,7,13,14,153
