Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),14,10,13,10,14,12,11,8,13,10,6,6,127
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),16,12,15,10,14,13,11,7,14,12,6,9,139
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,2,1,0,0,3,0,0,0,1,9
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,7,5,3,9,5,8,9,3,5,5,4,8,71
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,33,32,50,52,52,38,30,49,49,47,44,51,527
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,22,11,20,27,27,24,38,28,26,18,25,281
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,1,0,4,0,1,1,1,10
LATROCÍNIO,0,0,1,1,0,0,0,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,2,1,1,1,1,2,0,2,0,2,0,13
TOTAL DE ROUBO - OUTROS (1),86,62,57,68,75,62,72,60,49,67,70,46,774
ROUBO DE VEÍCULO,28,20,27,24,18,26,25,36,26,31,14,20,295
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,6,2,8,5,3,5,12,6,12,16,7,85
FURTO - OUTROS,45,48,79,77,77,61,65,64,78,77,72,74,817
FURTO DE VEÍCULO,5,16,11,10,14,13,18,12,16,15,8,15,153
