Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,5,6,2,3,4,4,0,8,4,4,2,45
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,5,7,2,3,5,4,0,8,4,4,2,47
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,5,1,3,1,2,1,1,2,1,3,0,3,23
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,2,2,4,0,0,2,1,1,4,4,6,28
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,47,56,57,23,31,32,29,21,30,26,20,20,392
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,22,24,26,40,31,24,14,21,32,24,17,21,296
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,0,0,0,0,2,1,0,2,0,0,9
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,1,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,1,0,1
TOTAL DE ESTUPRO (4),2,0,2,2,3,0,1,4,4,0,0,1,19
TOTAL DE ROUBO - OUTROS (1),49,56,61,71,72,60,56,81,73,72,55,57,763
ROUBO DE VEÍCULO,15,10,16,10,19,18,19,16,18,15,11,14,181
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,7,9,7,1,5,3,7,1,4,5,10,64
FURTO - OUTROS,68,72,59,51,53,66,56,62,65,59,62,55,728
FURTO DE VEÍCULO,18,5,11,15,14,15,16,11,15,11,13,9,153
