Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,0,4,3,1,1,1,1,3,5,3,4,29.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,0,9,3,1,1,2,1,3,5,3,4,35.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,1,0,0,0,0,0,0,2,1,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,2,2,0,2,1,6,1,0,2,2,0,21.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,56,47,45,56,39,34,39,45,43,55,49,61,569.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,5,8,5,6,11,13,8,12,11,5,100.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,0,0,1,0,0,2.0
LATROCÍNIO,0,1,0,0,0,1,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,1,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),5,4,7,7,5,5,7,5,6,7,8,4,70.0
ESTUPRO,3,2,3,1,1,1,0,2,0,2,0,0,15.0
ESTUPRO DE VULNERÁVEL,2,2,4,6,4,4,7,3,6,5,8,4,55.0
TOTAL DE ROUBO - OUTROS (1),242,198,296,298,295,310,297,244,255,253,228,208,3.124
ROUBO - OUTROS,230,188,281,278,280,291,288,236,246,239,221,195,2.973
ROUBO DE VEÍCULO,26,29,22,24,19,28,23,17,24,33,29,23,297.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,12,10,15,20,15,19,9,8,9,14,7,13,151.0
FURTO - OUTROS,106,97,100,87,128,116,91,86,102,124,83,93,1.213
FURTO DE VEÍCULO,11,12,8,14,6,14,21,10,14,15,16,16,157.0
