Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,1,2,0,1,0,0,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,0,0,0,1,2,0,1,0,0,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,1,0,1,1,0,1,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,0,1,2,0,1,3,8.0
LESÃO CORPORAL DOLOSA,16,16,24,26,10,18,19,18,11,14,25,20,217.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,18,20,20,26,31,22,22,29,16,20,19,257.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,0,0,0,1.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,0,1,0,0,1,0,1,0,0,0,4.0
ESTUPRO,...,...,...,...,...,...,...,...,...,...,...,...,0.0
TOTAL DE ROUBO - OUTROS (1),73,87,85,61,73,95,77,64,70,84,88,94,951.0
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,87.0
ROUBO DE VEÍCULO,44,38,33,35,23,23,27,21,22,29,24,28,347.0
ROUBO A BANCO,0,1,0,0,0,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,5,3,1,2,1,2,3,0,2,4,1,4,28.0
FURTO - OUTROS,90,68,107,95,46,85,99,104,92,108,101,96,1091.0
FURTO DE VEÍCULO,72,78,90,65,75,60,69,79,57,54,63,31,793.0
