Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,2,2,1,1,1,0,0,0,1,1,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,0,2,1,1,1,0,0,0,1,1,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,2,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,2,2,0,2,2,1,2,1,2,1,17.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,47,40,46,32,36,31,56,44,45,46,39,41,503.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,27,29,37,43,47,37,40,48,31,45,46,455.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,2,0,3,3,3,2,5,1,2,6,30.0
LATROCÍNIO,1,0,0,0,0,0,0,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,1,0,0,1,3.0
TOTAL DE ESTUPRO (4),0,1,0,1,1,0,2,0,0,0,1,0,6.0
TOTAL DE ROUBO - OUTROS (1),148,139,151,136,124,154,109,114,154,152,133,105,1619.0
ROUBO DE VEÍCULO,14,11,7,11,6,5,14,9,9,8,10,10,114.0
ROUBO A BANCO,0,2,1,0,0,0,0,0,0,0,1,0,4.0
ROUBO DE CARGA,0,1,2,0,0,0,0,1,0,1,0,0,5.0
FURTO - OUTROS,330,335,320,300,314,377,307,338,317,308,299,298,3843.0
FURTO DE VEÍCULO,33,31,38,34,32,38,52,38,43,35,36,24,434.0
