Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,2,1,0,1,1,0,0,0,1,1,1,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,2,0,1,1,0,0,0,1,1,1,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,1,0,1,0,0,0,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,2,0,0,0,1,0,1,3,0,1,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,28,29,34,28,26,18,21,38,22,20,39,27,330.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,33,31,45,36,38,27,34,39,26,32,35,32,408.0
LESÃO CORPORAL CULPOSA - OUTRAS,4,1,3,2,1,0,0,0,0,0,2,0,13.0
LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,0,1,1,1,0,0,0,2,1,1,0,8.0
TOTAL DE ROUBO - OUTROS (1),119,62,135,113,92,84,138,135,105,80,103,127,1.293
ROUBO DE VEÍCULO,8,10,15,13,2,7,14,6,2,6,6,7,96.0
ROUBO A BANCO,1,0,0,0,0,1,0,0,0,0,0,0,2.0
ROUBO DE CARGA,0,0,1,1,0,1,0,0,0,0,1,0,4.0
FURTO - OUTROS,271,148,460,282,212,115,228,320,156,113,197,126,2.628
FURTO DE VEÍCULO,31,19,70,37,53,45,54,49,22,19,61,25,485.0
