Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,4,0,1,1,3,1,1,1,0,3,16.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,4,0,2,1,2,1,1,0,1,3,16.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,0,0,1,0,0,1,2,2,9.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,2,3,0,2,2,3,2,3,0,3,3,24.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,50,61,64,53,48,48,50,36,53,48,42,42,595.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,26,30,39,28,14,26,31,35,35,21,26,28,339.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,2,1,1,1,0,1,4,1,1,3,0,18.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,0,1,1,1,0,1,1,1,1,7.0
TOTAL DE ROUBO - OUTROS (1),286,241,284,304,287,350,285,257,252,270,258,256,3330.0
ROUBO DE VEÍCULO,2,5,10,11,7,9,2,3,5,7,8,4,73.0
ROUBO A BANCO,0,1,0,2,2,1,0,0,3,1,0,1,11.0
ROUBO DE CARGA,4,3,6,3,0,2,0,0,0,0,2,2,22.0
FURTO - OUTROS,546,479,635,566,598,702,637,551,404,514,564,512,6708.0
FURTO DE VEÍCULO,34,23,37,19,25,27,14,28,20,26,30,21,304.0
