Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,2,2,2,2,2,1,1,2,3,2,0,22.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,3,2,2,2,3,1,1,3,3,2,0,25.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,2,0,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,3,1,0,0,0,1,2,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,2,3,2,2,1,2,0,2,3,0,3,23.0
LESÃO CORPORAL DOLOSA,39,31,42,30,40,35,30,30,44,40,22,45,428.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,21,19,17,20,23,18,25,22,13,7,16,211.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,1,1,2,1,2,0,0,1,10.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,2,4,1,3,2,2,1,2,3,4,0,24.0
ESTUPRO,...,...,...,...,...,...,...,...,...,...,...,...,4.0
TOTAL DE ROUBO - OUTROS (1),327,323,311,322,353,387,329,343,318,351,391,284,4.039
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,387.0
ROUBO DE VEÍCULO,0,1,5,2,6,4,3,3,0,2,2,1,29.0
ROUBO A BANCO,1,1,0,0,0,0,0,0,0,1,0,0,3.0
ROUBO DE CARGA,7,6,9,7,2,3,2,6,3,2,4,3,54.0
FURTO - OUTROS,461,532,603,512,567,1.127,539,589,545,609,524,465,7.073
FURTO DE VEÍCULO,14,20,17,11,15,9,7,17,9,8,4,14,145.0
