Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,1,1,0,0,0,0,0,0,0,0,1,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,1,1,0,0,0,0,0,0,0,0,1,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,1,2,1,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,0,0,2,0,0,0,0,0,0,4,8.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,34,41,47,37,36,43,41,42,35,32,26,27,441.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,2,4,3,5,7,7,6,8,5,10,8,68.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,1,0,1,0,1,1,0,1,6.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,5,1,3,3,5,2,3,1,2,2,4,33.0
ESTUPRO,0,1,1,1,3,1,0,1,1,2,0,0,11.0
ESTUPRO DE VULNERÁVEL,2,4,0,2,0,4,2,2,0,0,2,4,22.0
TOTAL DE ROUBO - OUTROS (1),396,354,248,231,258,180,247,234,216,291,226,232,3.113
ROUBO - OUTROS,396,354,247,231,258,179,247,234,216,291,226,232,3.111
ROUBO DE VEÍCULO,0,1,1,1,0,0,0,1,1,0,0,1,6.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,0,0,1,0,0,0,0,0,0,2.0
FURTO - OUTROS,516,841,526,521,590,504,511,550,563,648,628,661,7.059
FURTO DE VEÍCULO,10,8,7,11,8,8,10,12,15,11,19,12,131.0
