Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,8,1,1,3,3,2,4,0,2,3,1,33
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,8,1,2,7,3,4,9,0,2,3,1,45
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,2,0,1,1,0,3,0,1,9
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,6,3,0,1,4,2,4,4,2,2,0,2,30
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,46,38,40,40,41,34,34,38,46,40,41,47,485
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,14,7,15,13,16,10,16,17,6,18,5,153
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,0,0,0,0,0,0,0,0,1,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,1,0,0,1,0,0,3
TOTAL DE ESTUPRO (4),0,3,0,0,1,1,1,0,0,1,1,0,8
TOTAL DE ROUBO - OUTROS (1),78,54,52,55,65,74,72,60,52,55,69,67,753
ROUBO DE VEÍCULO,59,59,57,49,52,66,58,54,39,58,55,54,660
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,1,0,0,2,2,0,0,0,0,1,2,10
FURTO - OUTROS,71,78,56,65,77,71,76,73,60,69,62,46,804
FURTO DE VEÍCULO,48,47,32,42,42,63,45,54,39,57,37,20,526
