Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,3,0,1,0,1,1,1,3,1,0,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,4,0,1,0,1,1,1,3,1,0,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,3,0,0,0,1,1,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,2,0,2.0
TENTATIVA DE HOMICÍDIO,0,0,1,2,1,0,1,1,3,1,0,0,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,1,0,1.0
LESÃO CORPORAL DOLOSA,30,38,38,44,33,24,28,27,35,43,25,27,392.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,7,6,15,11,3,9,14,16,14,12,9,125.0
LESÃO CORPORAL CULPOSA - OUTRAS,4,0,0,0,1,0,0,0,1,1,0,1,8.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),9,2,5,3,2,5,3,4,4,5,4,2,48.0
ESTUPRO,1,1,3,1,1,0,1,1,1,0,2,0,12.0
ESTUPRO DE VULNERÁVEL,8,1,2,2,1,5,2,3,3,5,2,2,36.0
TOTAL DE ROUBO - OUTROS (1),148,114,139,125,120,122,136,169,150,164,221,147,1755.0
ROUBO - OUTROS,145,111,135,122,120,122,133,165,145,163,213,142,1716.0
ROUBO DE VEÍCULO,39,41,56,52,42,39,38,31,32,35,42,37,484.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,3,4,3,0,0,3,4,5,1,8,5,39.0
FURTO - OUTROS,118,134,135,203,195,154,175,238,149,152,154,118,1925.0
FURTO DE VEÍCULO,80,58,73,58,65,80,79,74,97,64,85,65,878.0
