Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,2,0,1,1,0,3,2,1,1,2,15.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,3,0,1,1,0,4,2,1,1,2,17.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,3,1,1,1,1,0,1,2,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,0,0,0,1,2,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,17,12,15,19,19,15,27,13,6,25,9,16,193.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,9,17,14,19,22,14,17,12,19,13,18,195.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,6,2,1,0,5,0,5,7,1,9,1,39.0
LATROCÍNIO,0,0,0,0,1,0,0,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,1,0,0,0,2.0
TOTAL DE ESTUPRO (4),0,0,1,1,0,1,2,1,1,0,3,2,12.0
TOTAL DE ROUBO - OUTROS (1),146,102,122,161,157,161,117,116,141,152,163,123,1.661
ROUBO DE VEÍCULO,32,38,45,34,33,47,13,44,41,33,25,33,418.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,0,0,0,0,0,0,0,0,0,3,1,8.0
FURTO - OUTROS,195,165,197,234,211,233,169,222,207,204,204,235,2.476
FURTO DE VEÍCULO,113,108,137,122,131,104,110,98,77,97,90,54,1.241
