Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,3,1,5.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,1,3,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,12,10,18,18,13,17,12,14,2,3,15,7,141.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,22,20,11,18,19,16,10,11,3,6,10,151.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,0,2,0,0,0,0,2.0
TOTAL DE ROUBO - OUTROS (1),71,68,89,66,76,102,88,104,63,13,54,93,887.0
ROUBO DE VEÍCULO,32,37,34,28,24,23,27,15,21,11,20,15,287.0
ROUBO A BANCO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,1,0,0,0,1,1,0,0,0,1,0,1,5.0
FURTO - OUTROS,93,88,106,89,112,104,99,105,81,31,67,109,1.084
FURTO DE VEÍCULO,37,23,44,46,49,39,46,33,38,25,20,28,428.0
