Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,0,0,1,1,0,0,0,0,0,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,1,3,1,0,0,0,0,0,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,2,1,0,1,0,1,0,0,1,0,0,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,10,13,12,11,13,11,10,12,15,18,13,156
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,13,12,12,11,11,7,5,6,4,6,4,99
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,3,6,4,3,2,0,0,0,19
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,1,0,0,1,1,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),67,55,72,45,44,58,66,62,46,50,51,39,655
ROUBO DE VEÍCULO,43,54,47,38,23,45,19,26,26,25,18,13,377
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,2,0,2
ROUBO DE CARGA,1,0,1,0,1,0,1,0,0,0,0,1,5
FURTO - OUTROS,74,54,77,59,42,71,66,52,59,61,72,69,756
FURTO DE VEÍCULO,30,40,32,59,51,57,54,43,43,45,37,28,519
