Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,0,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,2,0,0,1,0,0,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,0,1,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,1,1,0,1,0,0,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,22,30,22,26,26,20,23,21,27,24,21,29,291.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,8,25,10,19,25,21,25,21,24,14,20,224.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,3,1,0,3,3,2,4,0,4,0,4,25.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,1,2,3,3,2,1,1,1,0,4,19.0
ESTUPRO,0,0,1,0,1,2,1,0,0,0,0,2,7.0
ESTUPRO DE VULNERÁVEL,0,1,0,2,2,1,1,1,1,1,0,2,12.0
TOTAL DE ROUBO - OUTROS (1),122,110,97,121,128,118,140,137,151,144,132,98,1498.0
ROUBO - OUTROS,121,109,95,119,126,115,137,135,151,141,131,97,1477.0
ROUBO DE VEÍCULO,0,6,6,3,3,4,4,7,5,6,7,7,58.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,1,2,2,2,3,3,2,0,3,1,1,21.0
FURTO - OUTROS,327,356,334,382,417,363,425,436,435,436,396,352,4659.0
FURTO DE VEÍCULO,34,23,22,29,33,26,29,22,22,34,27,35,336.0
