Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,2,0,0,0,0,2,0,1,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,2,0,0,0,0,2,0,1,5
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,2,0,0,0,3
LESÃO CORPORAL DOLOSA,22,19,18,13,12,16,12,14,15,14,18,12,185
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,11,13,18,7,18,6,8,16,12,16,11,146
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,1,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,0,0,0,1,1,2,0,0,1,1,8
TOTAL DE ROUBO - OUTROS (1),47,65,30,34,28,68,54,45,56,45,42,43,557
ROUBO DE VEÍCULO,18,27,24,15,15,12,19,27,17,25,18,18,235
ROUBO A BANCO,0,0,0,0,0,1,0,0,0,0,0,0,1
ROUBO DE CARGA,0,0,0,1,2,0,0,1,0,0,2,4,10
FURTO - OUTROS,71,53,71,84,85,61,73,42,69,69,54,50,782
FURTO DE VEÍCULO,21,46,44,51,48,49,56,55,49,32,33,17,501
