Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,1,2,0,0,0,1,1,0,2,9
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,2,0,0,0,1,1,0,2,9
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,2,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,3,0,2,0,1,1,0,0,1,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,17,20,9,9,11,18,15,13,17,19,15,184
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,10,21,19,9,17,17,20,11,15,19,13,185
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,1,0,0,0,0,1
LATROCÍNIO,0,1,0,2,0,0,0,0,1,0,0,0,4
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,2,0,0,0,0,2,0,0,0,5
TOTAL DE ESTUPRO (4),1,1,0,0,0,0,0,1,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),49,59,60,80,63,63,44,43,39,52,45,43,640
ROUBO DE VEÍCULO,44,39,43,57,35,16,30,46,26,42,34,39,451
ROUBO A BANCO,0,1,0,1,0,0,0,0,0,0,0,0,2
ROUBO DE CARGA,1,2,1,3,0,2,3,1,2,2,0,0,17
FURTO - OUTROS,75,99,70,78,63,53,81,67,44,57,54,54,795
FURTO DE VEÍCULO,40,31,46,43,40,28,32,41,30,47,30,16,424
